2026-01-17T17:45:01.099Z [DEBUG] Watching for changes in setting files C:\Users\danil\.claude...
2026-01-17T17:45:01.106Z [DEBUG] [init] configureGlobalMTLS starting
2026-01-17T17:45:01.106Z [DEBUG] [init] configureGlobalMTLS complete
2026-01-17T17:45:01.106Z [DEBUG] [init] configureGlobalAgents starting
2026-01-17T17:45:01.106Z [DEBUG] [init] configureGlobalAgents complete
2026-01-17T17:45:01.155Z [DEBUG] Using bash path: "C:\Program Files\Git\bin\bash.exe"
2026-01-17T17:45:01.163Z [DEBUG] [LSP MANAGER] initializeLspServerManager() called
2026-01-17T17:45:01.163Z [DEBUG] [LSP MANAGER] Created manager instance, state=pending
2026-01-17T17:45:01.163Z [DEBUG] [LSP MANAGER] Starting async initialization (generation 1)
2026-01-17T17:45:01.167Z [DEBUG] [STARTUP] Loading MCP configs...
2026-01-17T17:45:01.168Z [DEBUG] Found 0 plugins (0 enabled, 0 disabled)
2026-01-17T17:45:01.168Z [DEBUG] Total LSP servers loaded: 0
2026-01-17T17:45:01.168Z [DEBUG] [LSP SERVER MANAGER] getAllLspServers returned 0 server(s)
2026-01-17T17:45:01.168Z [DEBUG] LSP manager initialized with 0 servers
2026-01-17T17:45:01.168Z [DEBUG] [STARTUP] MCP configs loaded in 1ms
2026-01-17T17:45:01.169Z [DEBUG] LSP server manager initialized successfully
2026-01-17T17:45:01.169Z [DEBUG] LSP notification handlers registered successfully for all 0 server(s)
2026-01-17T17:45:01.174Z [DEBUG] [STARTUP] Running setup()...
2026-01-17T17:45:01.193Z [DEBUG] Loading skills from: managed=C:\ProgramData\ClaudeCode\.claude\skills, user=C:\Users\danil\.claude\skills, project=[]
2026-01-17T17:45:01.228Z [DEBUG] installed_plugins.json doesn't exist, returning empty V2 object
2026-01-17T17:45:01.231Z [DEBUG] Error log sink initialized
2026-01-17T17:45:01.240Z [DEBUG] Writing to temp file: C:\Users\danil\.claude\todos\d4129214-f392-40d8-9204-5d276786fe0e-agent-d4129214-f392-40d8-9204-5d276786fe0e.json.tmp.36068.1768671901240
2026-01-17T17:45:01.245Z [DEBUG] Temp file written successfully, size: 2 bytes
2026-01-17T17:45:01.245Z [DEBUG] Renaming C:\Users\danil\.claude\todos\d4129214-f392-40d8-9204-5d276786fe0e-agent-d4129214-f392-40d8-9204-5d276786fe0e.json.tmp.36068.1768671901240 to C:\Users\danil\.claude\todos\d4129214-f392-40d8-9204-5d276786fe0e-agent-d4129214-f392-40d8-9204-5d276786fe0e.json
2026-01-17T17:45:01.246Z [DEBUG] File C:\Users\danil\.claude\todos\d4129214-f392-40d8-9204-5d276786fe0e-agent-d4129214-f392-40d8-9204-5d276786fe0e.json written atomically
2026-01-17T17:45:01.266Z [DEBUG] getPluginSkills: Processing 0 enabled plugins
2026-01-17T17:45:01.266Z [DEBUG] Total plugin skills loaded: 0
2026-01-17T17:45:01.266Z [DEBUG] Total plugin commands loaded: 0
2026-01-17T17:45:01.266Z [DEBUG] Registered 0 hooks from 0 plugins
2026-01-17T17:45:01.307Z [DEBUG] Loaded 0 unique skills (managed: 0, user: 0, project: 0, legacy commands: 0)
2026-01-17T17:45:01.307Z [DEBUG] [STARTUP] setup() completed in 133ms
2026-01-17T17:45:01.307Z [DEBUG] [STARTUP] Loading commands and agents...
2026-01-17T17:45:01.308Z [DEBUG] getSkills returning: 0 skill dir commands, 0 plugin skills, 0 bundled skills
2026-01-17T17:45:01.314Z [DEBUG] Total plugin agents loaded: 0
2026-01-17T17:45:01.317Z [DEBUG] [STARTUP] Commands and agents loaded in 10ms
2026-01-17T17:45:01.317Z [DEBUG] [STARTUP] Running showSetupScreens()...
2026-01-17T17:45:01.641Z [DEBUG] [render] initYoga starting
2026-01-17T17:45:01.670Z [DEBUG] Writing to temp file: C:\Users\danil\.claude.json.tmp.36068.1768671901670
2026-01-17T17:45:01.670Z [DEBUG] Preserving file permissions: 100666
2026-01-17T17:45:01.673Z [DEBUG] Temp file written successfully, size: 1057 bytes
2026-01-17T17:45:01.673Z [DEBUG] Applied original permissions to temp file
2026-01-17T17:45:01.673Z [DEBUG] Renaming C:\Users\danil\.claude.json.tmp.36068.1768671901670 to C:\Users\danil\.claude.json
2026-01-17T17:45:01.674Z [DEBUG] File C:\Users\danil\.claude.json written atomically
2026-01-17T17:45:01.705Z [DEBUG] [Claude in Chrome] Found chrome profiles: Default, Profile 1, Profile 2
2026-01-17T17:45:01.747Z [DEBUG] [render] initYoga complete
2026-01-17T17:45:01.777Z [DEBUG] [Claude in Chrome] Found brave profiles: Default
2026-01-17T17:45:22.349Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:22.446Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:22.509Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:22.604Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:22.654Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:22.766Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:22.807Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:22.905Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:22.955Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:23.025Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:23.086Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:23.159Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:23.207Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:23.291Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:23.350Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:23.394Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:23.448Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:23.658Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:23.807Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:23.860Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:23.936Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:23.989Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:24.038Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:24.100Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:24.148Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:24.202Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:24.244Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:24.314Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:24.432Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:24.528Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:24.597Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:24.665Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:24.706Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:24.774Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:24.825Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:24.990Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:25.128Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:25.208Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:25.265Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:25.313Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:25.383Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:25.447Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:25.503Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:25.576Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:25.618Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:25.681Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:25.730Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:25.794Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:25.849Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:25.951Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:25.990Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:26.087Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:26.135Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:26.222Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:26.294Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:26.624Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:26.730Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:26.825Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:26.874Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:26.943Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:26.988Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:27.043Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:27.100Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:27.174Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:27.216Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:27.277Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:27.333Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:27.384Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:27.442Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:27.491Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:27.541Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:27.613Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:27.693Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:27.994Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:28.092Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:28.135Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:28.206Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:28.249Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:28.296Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:28.388Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:28.449Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:28.499Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:28.560Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:28.618Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:28.668Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:28.728Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:28.797Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:28.886Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:28.940Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:29.041Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:29.159Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:29.332Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:29.408Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:29.447Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:29.492Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:29.540Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:29.587Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:29.646Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:29.691Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:29.744Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:29.819Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:29.867Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:29.929Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:30.011Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:30.084Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:30.142Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:30.230Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:30.292Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:30.351Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:30.596Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:30.714Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:30.797Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:30.844Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:30.916Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:30.987Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:31.043Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:31.099Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:31.184Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:31.251Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:31.309Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:31.369Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:31.454Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:31.519Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:31.569Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:31.614Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:31.664Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:31.729Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:31.779Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:31.874Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:32.189Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:32.301Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:32.378Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:32.429Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:32.483Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:32.528Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:32.596Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:32.641Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:32.698Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:32.741Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:32.794Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:32.835Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:32.889Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:32.962Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:33.052Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:33.143Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:33.477Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:33.551Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:33.604Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:33.663Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:33.728Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:33.797Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:33.876Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:33.951Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:34.070Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:34.189Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:34.246Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:34.339Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:34.426Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:34.549Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:34.617Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:34.675Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:34.730Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:34.821Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:34.889Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:35.128Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:35.206Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:35.301Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:35.379Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:35.474Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:35.544Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:35.603Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:35.664Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:35.712Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:35.760Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:35.852Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:35.895Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:35.947Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:36.003Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:36.063Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:36.176Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:36.455Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:36.551Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:36.616Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:36.674Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:36.745Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:36.785Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:36.833Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:36.902Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:36.952Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:37.002Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:37.075Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:37.115Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:37.185Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:37.250Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:37.568Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:37.727Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:37.788Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:37.847Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:37.889Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:37.958Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:38.015Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:38.055Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:38.113Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:38.162Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:38.210Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:38.273Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:38.340Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:38.405Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:38.470Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:38.525Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:38.627Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:38.741Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:38.941Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:39.021Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:39.169Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
2026-01-17T17:45:39.224Z [DEBUG] High write ratio: blit=0, write=1729 (100.0% writes), screen=36x120
